,toxic,comment_text
95726,0,"Sort of  a Newbie in these parts (<2% of my life here...so far), but being Alaska, shouldn't one always be ""stocked up"" and prepared?"
40512,0,"I do not approve of the government's cash for access position, though it is clearly not a Liberal exclusive when in or out of power. But to suggest a 1500 dollar donation and the level of access actually available at one of these fundraisers would result in the approval of a new schedule A bank is ridiculous. While a airboats the Globe exposing the general story, the suggestion that such small exposure could result in positve outcomes on such decisions is absurd. Nonetheless it should be stopped immediately. Trudeaus excuse that it is within the rules is equally absurd in that he campaigned to do better and he can change the rules to make it better. Get on with it Justin."
63043,0,Watch.  US is going to initiate military action on targets within Qatar just around the time of Comey hearings.
95305,0,Well ethics went out a few decades ago.  Maybe it doesn't deserve dignity.
91652,0,"Meh...........Don't take nude selfies, arrange a hit or call your crack dealer......Problem solved.

Now that everyone knows what the CIA does with these devices I'm pretty sure people will be a lot more cautious about what they do and say using these devices..."
63410,0,"The good news about having an NDP government, is that as per Bob Rae in Ontario in the 1990's it likely inoculates the local populace against making that mistake again for decades.....(unfortunately, the Liberals in Ontario have  picked up many NDP policies, and delivered the bad news, under a different brand...)"
40788,0,"Good article, but then what should we call them? Communists?"
11791,0,"Send it to the lowlypube guy.  He needs it, not me.  Thanks."
96675,0,"It is for homosexuals.  It is not gullible to think so, it is judicious.  It is gullible to think that just because you were taught something that it has to be true, even in the face of contradictory evidence."
12085,0,"Sorry to see such negativity with no one offering help with good suggestions. After 77 years of life I've witnessed, people have become mostly takers and very few givers to society."
47054,0,"It would seem that the even the most ardent supporters of this ""cleansing movement"" would begin to think enough is enough."
82456,0,"Natives aren't helping their own cause. They demand   very stringent sensitively standards, but nothing is ever good enough. When Ottawa tries to be  thorough, natives complain its taking too long.  Natives want to be heard, but now it seems will not speak up. They list demands but then grouse  nothing is done right. They can   make Ottawa dance a jig because they don't have to do anything at all except be catered to."
2040,0,"Hilary may have her faults, but what president hasn't? Her good attributes greatly outweigh her bad ones. All her life has been spent in aid of others. That record is crystal clear. 30k emails about yoga classes, personal details are what the people are worried about? Improperly marked documents? A ""C"" can mean 'confidential' as well.  A vote for Trump is a vote for an isolationist, misogynist, racist sociopath. HRC is our best bet for the future. She will defy the grips of Putin, work to fix Obamacare, stimulate trade which will CREATE more jobs, NOT diminish them."
72657,0,"SirJohnSirJohn5 - This is a court of LAW.  If you are trying to do something in the court of LAW, the LAW comes first.  Get it?"
30646,0,"Your statement that ""people with darker colored skins are allowed are allowed to riot and loot"" is ludicrous. Spend a few hours in a tanning booth then go out and riot/loot. Tell us how it turns out."
95339,0,"I'm disappointed in Richardson; he should or does know that a correct ""headline"" for his press conference, if a press conference was even necessary, would have been ""Potential Voter Fraud Cases Referred for Criminal Investigation"", but that doesn't have the same click-bait value.
He's stated he's not running for Governor in this election because he wants to concentrate on being Secy of State, but it certainly appears he's setting the stage for the next one, or angling for a ""draft"". Hope he doesn't get too distracted."
17854,0,"I'm really happy for Holloway he seems like a really good guy, humble, sincere and always willing to help the youth of Hawaii.  Not like some of the other guy's  who needs to be macho man and think only for themselves.  Congratulations!"
20555,0,"Without capitalism, 80% of us would still be poor peasants trying to make a living off the land, rather than middle or working class people complaining about ""first world problems"".

Like democracy, it may be the worst system...except for all the others."
27342,0,"Hillary Clinton would have called these protestors ""deplorables."" That's a good word to describe this rowdy bunch of neanderthals."
40063,0,"Perhaps.
But in this instance ignoring history could be a good thing.
Canada has gotten the short end of the stick (soft wood lumber) no pun intended,  in these negotiations for decades.
Trudeau needs to stand up for Canada."
67227,0,"EFC1127A, Sec. Clinton has never said that this is an issue she would consider, therefore your suggestion is only YOUR worry without any definitive reason or knowledge this is so.
You can never know, as well the conscience motivations for ANY person's moral decisions in life. We have no right to interfere in a person's medical decisions because we think we have a right to force them to disclose to us their conscience rational. 
If we trust others to live all aspects of life by their conscience, this issue should be the right of the woman and not an outside third party."
59488,0,"While I agree that federal subsidies are necessary for the survival of the dialysis industry, Thiry's DaVita has actually DEFRAUDED the federal government.  The company had required its employees to order larger vials of medications (such as Zemplar) than patients actually needed when smaller vials could have been ordered instead.   The unused portions were simply discarded, and Medicare was charged for the entire portion -- both used and unused.   If you look at the history of lawsuits against DaVita, this sort of thing happens over and over and over again without any sort of consequences for Kent Thiry.  Now he might even become our governor!!!  Only in America....

I always thought those on the right were outraged by this sort of fraud against the government...."
67699,0,Cap rates of 8-20% on apartments??? Are you kidding.  This article lost all credibility after I read that.  I have been doing this for 25 years and have never seen a 20% cap.  If your lucky you may get 5%.  If your in toronto Cap rates are closer to 3%
82484,0,They get all their talking points from their BFF Russians now.
83558,0,"I'm sure Koncerned used it responsibly, but when you see these checks influencing so much recreational drug use, that do nothing but erode the fabric of society, then I'm now a firm supporter of discontinuing the PFD altogether."
12456,1,"I think what's being overlooked is that the Baptist schools aren't actually being accused of violating anyone's Charter Rights. The Charter protects against discrimination based on sexual orientation, it doesn't command celebration of it.

What should disturb people, is the government is stepping on the freedoms of Association, and Religion. Freedom of association cuts both ways: you can choose to associate with something, or choose not to. Other people can choose to associate with you, or not. Someone may want to associate with the Baptists, and the Baptists may choose otherwise. Within very broad strokes, the government isn't supposed to have any say in religion. You can't kill someone, then try to hide behind religious freedoms, for example. If they can make the Baptists violate their religious beliefs, they can make the Muslims, and the Jews, and the Scientologists. Take note, Atheists, they could make you pray."
36598,0,"Mr. West noted, ""In the years following the 1964 earthquake, Anchorage was a leader in safe building practices. It took the rest of the country decades to catch up. Today Anchorage keeps pace, but lags somewhat in the adoption of the latest building codes.""

While it is true that Anchorage takes up to 3 years to adopt the latest building codes - we just adopted the 2012 IBC a few months ago and have not yet begun to assess the 2015 IBC - that may give an incorrect view of the structural engineering practice here.  In recent code cycles, most earthquake structural design approaches have been unchanged.  Code changes continually tinker around the edges, but major changes are quite rare.

More importantly, our building department does a more thorough review of structural design than most places in the country, including California, Oregon, and Washington.  As a result, structural design practice here is probably as up-to-date as just about any of the cities on the West Coast."
26876,0,"It was Stephen ""closet boy"" Harper who politicized it."
70437,0,"For the most hated Premier in living memory, that's generous!"
91004,0,"Financial advisor's (lack of) knowledge about TFSAs has been irritating me since they were introduced:

""We achieve this for millennial clients using ETF [exchange-traded fund] portfolios and private investment pools, which have seen particularly high returns and low volatility. The gains are tax sheltered as long as you’re using a TFSA.""

No, they are not tax sheltered, they are TAX FREE. As an employee in the financial industry, the distinction between TAX SHELTERED and TAX FREE is critically important."
21249,0,Pigs will also fly in 2020.
80825,0,They wouldn't want the truth getting in the way of FAKE NEWS and government propaganda!
54437,0,Let's see? Why did we decide the session only needed to be 90 days?
84512,0,"There's no parking lots for 40000 cars. There's no highway for easy access.
""We want a car free festival. People can bike here or use public transit"" except there's no light rail nearby and one bus route. You really think people are going to ride bikes ? A large portion of the population lives up to 30 miles from this area, boulder even farther."
89366,0,"Better question, why is the Globe writing articles about Jason Kenney?  He is nothing."
67278,0,Small amount he say's...which neither Trump nor Kim possess? Trump is destroying your party and everything it stands for bit by bit. Wahh Wahh Wahh...Where's your Lord and Savior OBAMA?
85523,0,Sorry.  My bad.  I forgot the First Amendment only applies to speech that Sylvia approves of.
49993,0,"another erroneous poll by cb.  and a great victory by Caldwell and an even greater victory in Nov.  the results show that the majority of people of Oahu want rail and the way it was planned.  sure there are cost overruns, etc. but a large part is due to the anti's (cayetano, et al), about $1.5 billion.  this is the 5th or 6th time the people of Oahu have expressed their approval for rail.  anti's give it up and stop trying to sabotage rail again, you have cause enough damage.  when will your maliciousness end?  djou, start thinking about your next race as you are done or just retire permanently.  his bus system was just folly.  this just shows that there is no other viable to the current rail, either in technology or otherwise."
57613,0,"And Balaam rose up in the morning, and saddled his ass, and went with the princes of Moab.

--Numbers 22:21"
93606,0,Actually at current pay rates in BC a NP makes the same or more than a family physician.  Wonder why there is a shortage of family physicians?
86175,0,We tried that but Pacific Resource Partnership and John White through their PAC published lies and distortions into the race for mayor allowing Caldwell to win and the rail project to continue.  White went on to become the Chief of Staff to Mazie Hirono's Senate office.
78680,0,"Did he graduate?

The G&M used to have a grade 9 drop out writing a weekly column...however, when one pointed it out, your post got pulled...."
24850,0,"John F,  I agree and you articulate my point/thoughts better than I.  We see this behavior all the time but don't recognize or seldom acknowledge it when we do.  Here is another example I encounter every time I fly.  TSA ID check in agent. ""How long did you serve sir?"" My answer.  A sincere ""Thank you for your service"" from the TSA agent.  My reply, ""Thank you for your service, you're on the front lines of the terrorist fight.  You doing your job prevents the military from doing theirs, not to mention all the lives you save on 'that' plane.  You're needed just as much as the military.""  Quite honestly, I rarely get to say all of that because the lines are usually too long and I don't want to hold things up.  Usually, it is a quick reply of, ""Thank YOU for doing your job, its a tough job.""  But every now and then I get to say the long version.

“Duty is the sublimest word in our language. Do your duty in all things. You cannot do more. You should never wish to do less.”
–Robert E. Lee"
43837,0,"SAD but TRU, D'OH !"
54947,1,"Since the shooter was white he has been hood stamped by the media as a ""lone wolf"". So white people can now breath easy that they won't be associated with him - unlike if he were Muslim."
64822,0,"Three Questions: Will Congressman Larsen' s forum be a one way or two way conversation?  One way is a dog and pony show to no ones advantage. Time constraints?

Last question, but not least: Has Congressman Larsen or his office staff invited representatives of COER to this forum?

Mr. Graves this last question should be forwarded to the the good Congressman ' s office ,say by a community newspaper editor with a yes or no answer published in an edition prior to the Oak Harbor forum!!!

This Trojan Horse noise controversy has to be pushed to a resolution. 

Respectfully, 

Thomas Strang AFCM USN Ret."
68208,0,"lol, aol.com..."
85736,0,"Quebec is doing well economically which means less interest in the NDP. The NDP becoming ""greener"" than the Greens hurts them all across Canada."
3409,0,"It looks like she had only about 1 liter of water to distribute among dozens of pigs so either they all got an insignificant amount of water or she played favorites with one or two (how did she decide which swine were worthy?)

Either way, this was just another empty symbolic virtue-signaling gesture, pass the bacon please."
74541,0,"Guantanamo is a place the U.S. used to specifically deprive defendants of their rights, which would have been applicable only if and when they ever entered onto U.S. soil. It's earned us international condemnation. So you think it's a good idea to toss out the Constitution in the cases of those whom you don't like, and who are able to exercise Bill of Rights protections? You think that women should be tortured? Just checking."
90154,0,Bring it on. Need to stop this government protection of politically favoured industries. All consumers will win. Maybe as a follow on the U.S. can end Canadian tax payer subsidies to Bombardier.
53123,0,Good news story --there's not too many of those around these days.
95737,0,Correct. It will be just like buying insurance in 1970.
7119,0,Every nation that pollutes the environment is responsible. You are also responsible for correct usage of apostrophes.
93380,0,"“There is no bigger abuse of power than the president ordering his Justice Department to investigate his political enemies or back off his political allies, and Trump has done both,” says former Justice Department communications director Matthew Miller. “If he did it in secret, it would be treated as an enormous scandal, but because he does it in public, we have all gotten used to it. But it’s still the worst possible abuse of power, and the kind of thing everyone in Congress should demand end immediately — with the most serious consequences if he doesn’t.”"
28995,1,To listen to yourself whine...
73494,0,If that is the case then I assure you we already have plenty of gun laws on the books without adding any more
39544,0,Our Alaska representatives better not come after our healthcare or were coming after their's !!!!!
75157,0,Especially when the ground is covered with 3 mm of black ice and it's raining (does that slot these days. Never used to).
97142,0,Agree.
70768,0,Yeah your ancestors most likely just beat and sold slaves like they were property. Good for you
40214,0,"Many of those males voted for Trump, but 99.9999% of them never marched in a racist Tiki torch rally.  It is racist of you to suggest this is so."
57578,0,"I doubt that were all guys, or even MOST guys, and I suspect that you were in the building engineering facility.
Though you are 100% correct about staff. That is NORMAL for this. 
You have a group of ppl that are trained for dealing with the human body. They have dealt with every bodily fluid and seen just about everything. They deal with some of the worst of humanity, as well as the best of humanity. 
And you think that they will NOT be having fun? 
WRONG?
If you can not joke about things there, you will not last in the field. 
And yes, sexual jokes are common, though I am not certain what happens today."
27278,0,"@conniesz

> People and eco-wise corporations are willing to pay a bit more for cleaner power

Please cite/quote the passages in the Paris deal where the framework for development and use of cleaner power technologies is documented."
85123,0,"I took Mot's comment differently. Lots of people who go to college do not emerge with marketable skills. Maybe something like women's studies comes to mind or a degree in design or who knows... Being able to offer a service or a product is a great way to send less achedemically inclined students into the job market. Cabinetry? Excellent. It works for homes, RV's, industrial, recreational applications. Auto shop? A good mechanic is worth their weight in gold."
89748,0,"This makes me sick to my stomach. Hitting up the taxpayer then granting 50% raises. They should go to jail for this. Also close down this company, its a bottomless pit.
Trudeau knew abut this"
68154,0,"In a way I agree that it's pointless to dig up failures of the past. Unless you're doing a CRIMINAL investigation of why this whole fiasco has become the way it has and are trying to pinpoint ACCOUNTABILITY. None of which exists in HART and Honolulu Hale.

Felix should just quit HART....he KNOWS this is a DEAD HORSE."
96136,0,"Actually there are many businesses that work around the clock, 24/7. I currently work in an establishment, that does just that. We work Saturdays and Sundays, regardless of religion. I am a Christian, but I do what my employer tells me to because I want a paycheck. My church is in my heart, not a building. The inmates don't run the asylum."
29162,0,"Longs Pearl City is very good about showing the client what's being purchased.

In the case reported above, however, the wrong drug was allegedly dispensed. A thorough investigation should be conducted to find out how the mistake was made, if that was indeed waht happened."
23647,0,"I'm sorry to say that I don't expect any progress in the near future on common sense measures to eradicate gun violence, although I belong to groups advocating for them, have written legislators, etc. The problem, in my opinion, is that the Second Amendment has been elevated to equal status with the Ten Commandments (a form of idolatry in my mind). And until NRA members themselves tire of the senseless killings and stand up to the gun lobby nothing will change. A mass exodus from NRA's membership would get their attention; now that would take real courage.

We need more leaders like George H.W. Bush, who publicly denounced and resigned his membership in the NRA due to their hateful rhetoric toward law officers at the time of the Oklahoma City bombings."
94643,0,"Somebody better call Spinal Tap, because leftist hindquarters hurt is about to get turned up to 11!"
71023,0,"Do you utilize a pay pal, in the event if you have you can add an additional 350 week after week to your account just working on the internet 3 hours a day.. check out this<<<<<<<<<<<<<<www.9cashpost.com>>>>>>>>"
2659,0,"Typical! I'm going to demand proof from the other guy while running away from what I said. 

You really didn't hear about the trump supporter stabbing people last week? The milo supporter shooting a guy in the stomach? The many trump supporters assaulting people at his hate rallys?"
61717,0,"I am not sure what the source of the data is for the chart.  According to the National Education Assn., Oregon is 14th out of the 50 states in teacher salary, and although the chart suggests *current* teacher benefits are around 15 percent of the total cost of education spending, benefits for retirees, which almost certainly fall into the *other* category are where most of the PERS liability rests, and which takes up close to a quarter of the education budget.   Consistent with that analysis is the fact that government contributions to PERS costs, which exclude employer matches on health care, will increase by $12 billion over the next 6 years."
76446,0,"Once again, Aperson of indeterminate sex, even though you say it twice, the fact remains that no Wyoming yellowcake has left the ground let alone the USA, and the only way it can leave to go ANYWHERE is if the Trump State Department allows it, since uranium is legally a strategic resource. My head isn't in the sand, but yours is buried deeply in a dark, dark cave."
29564,0,"GOP, of course, stands for the Grand Old Party...a collective noun which should, in fact, be treated as a ""third person singular noun.""  However, playing grammar pedant and belittling a writer's treating it as ""third person plural"" instead of addressing the substance of the post doesn't speak well for Motley. 

 Clearly the Republicans realize that high voter turnout benefits Democratic candidates and, therefore, pass laws and develop voting policies and systems which suppress voting by minorities, the urban poor, the elderly, and ""new"" voters who, overwhelmingly, support Democratic candidates.  The GOP policy and practice is extremely simple:  If you can't convince people to vote for your candidates, develop procedures to keep them from voting at all.  It's a nasty, cynical tactic, but it's been all too successful.  

As the RG editorial notes, ""vote by mail"" eliminates all possibility of polling place voter fraud and would, more importantly, eliminate GOP voter suppression Gary Crum"
30340,0,"Between the two leaders, who has the best hairdo?"
88072,0,"Bad news for the Feminists, the Marxists and multiculturalism- globalists!"
19172,0,"Allowing that the Washington Post editorial position is generally left of center, nonetheless. I note that the lead story on their website is now:

""FBI was warned that updating Congress on emails was inconsistent with Justice policy""

The LA Times leads with another focus on Comey, not Clinton:

""The FBI director had a choice in the new Clinton email probe: Follow custom, or go public ""

ABC News: ""DOJ Objected to FBI Disclosure of New Steps in Clinton Probe, Sources Say""

CBS News: ""AG Disagreed with FBI Chief on Clinton Announcement""

And in all-important Florida, the top ""trending"" story in the Miami Herald was:
""Two women busted for election fraud in Miami-Dade""
One was an ""inside job"" marking ""undervote"" ballots for a Republican mayoral candidate, and the other was for illegally filing out voter registration forms for a campaign organization to legalize marijuana.

And so it goes ...

-- Paul"
69806,1,"Pointless! They'll just cross elsewhere. Anywhere on the approximately 9,000 km border we have with the U.S."
37599,0,"my goodness, ms chelsea. this reads like a how to car chase video game. honda loses the tire and speeds up with the billowing fire engulfing the driver's cabin. bought a new HP Pavillion gaming laptop last year and expect to see this dakota stover gta game soon on my lappy. doing this in real life, of course, is going to get someone injured. dakota needs to do some jail time for this reckless stunt. owosso bridge has been cleaned up this week (and park crew did wonderful tractor work job) so dakota can spend next 6 months trimming the blackberry vines the tractors couldn't reach."
96648,0,"Broncos receivers were not the problem.  A leaky offensive line, poor throws, added to the lack of scoring."
35637,1,"petulant chump is irritated by law and order, democracy and investigations.  which means he could just as well double as the president of the hells angels motorcycle club."
31654,0,A guest would never have been asked to pay airfare.
37509,0,"I am fine with a graveyard display for a veteran who died in combat on either side.

I am not fine with a statue of a slavemaster on a pedestal in the town square."
69465,0,"So you're calling the police bullies who come to public gatherings with the intent to harm, not to defend?"
46168,0,"I always look to you as the model for not ""attacking people online."" Now give me the jack-o-lantern face."
50939,0,The StarAdvertiser made it clear Jill Tokuda offered nothing useful to help finance the construction of rail.
73467,0,"Who are these people with these signs, especially Hawaii We Love or Want Everyone! Are you serious!Where are we going to put Everyone!We have 5,000 homeless, and the majority live on welfare! I believe in legal immigration and I believe in the travel ban. Check out your next travel insurance policy,the same countries plus more, are restricted by the insurance companies because of the volitality of those countries, and how they like to attack Westerners, especially Americans! Get a grip people, we can't handle more immigration, especially from countries who continually threaten American Citizens! I don't want America to turn into Europe, where they have lost control of their communities and allow people from other countries to practice their own laws of the their home land! Anyone that feels we must let people in from all countries,I suggest you go there and live for a little while and then make a decision. If you love America or if you'd rather live there.It's really simple,you choose!"
21138,0,"Wow outsider 77 you sure know how to spark a nerve with the ladies.  I witnessed my mother violently raped and beaten by a stranger when I was a child.  I can see your point.  What he did was stupid, wrong and immoral forcing himself on his ex-girlfriend.  For that he does need to account for his actions and two years is a lot of time to think about that.  Showing nude pictures is so rare these days amongst high school kids.....please....  I read the report on the incident and their ages aren't that far apart to justify the use of the word ""child.""  The kid can go to prison but can't drink a beer.  Most of us guys know that we don't really grow up until around 30.  I think the word RAPE is thrown around loosely these days.  The women who toss about the word might think differently if they had to witness such a thing.  Rape is brutal and shouldn't be used as one of your trigger words.  Rape, child, all words with specific malicious intent."
22832,0,Trump will be going.
17308,1,repeat dangerous criminal
94251,0,"India's birth rate rank is 86th. So there are 85 countries with a higher birth rate.

https://www.cia.gov/library/publications/the-world-factbook/rankorder/2054rank.html#in

Second, the birth rate in Europe from the 18th century to the mid 20th century was much higher. Most of those Europeans immigrated to the Americas, Australia, etc. For example, 25 million people of Irish origin live outside Ireland. 5 million people live in Ireland. If all the Irish returned back, Ireland's population would go up by 500 percent. There would be gigantic slums, overcrowded roads, and half the population would have to sleep on the streets.

Finally, in historical terms, India has been a civilization for 5000 years. The Netherlands has been one for about 500 years."
25649,0,HAH! Just a scam for FB to skim money. Sites visited have their own advertising.
49077,0,"years ago, I shared a apt. with a guy, i worked for a airline so was away most of the time, I came home one day to find the lock on the door had been changed, and my stuff out in the dumpster, he had been collecting my half of the rent, and not paying the landlord, hence I was homeless, even tho I had a full time job.
since i was on the lease my credit was trashed and no one would rent to me. 
i was homeless for almost 5mths until i was able to get back on my feet,
until you have walked that ""mile in their shoe's"" 
just remember, most working people today are only two paychecks away from being homeless themselves"
86515,1,Hawaiians enslaved the Marquesans who were here first...at least the ones they did not butcher.  All the land was stolen.  Osario even agrees.  No people are innocent...
12061,0,"Excuse me. Pointing a finger at others is unhelpful. The 'dire straits' of the Catholic Church are bigger than universities. All are equally obliged by the moral call of 'hypostatic union', that is, to be 'joined in understanding' - understanding our moral, Eucharistic place in the Naturalis Sacramentum Ordinis.
In common conscience, this moral call obliges everyone - to strive to be more 'godlike' in understanding. Churches need to rediscover morality in the context of global wasting, if humankind is to reverse self-destruction and be facilitated in Call to Com-munity."
78722,0,"Has anyone ever proposed tightening the US-Canada border?  Never heard of such a proposal from anyone, not even the nationalists."
34932,0,So a couple in their fifties are basically living on minimum wage working as babysitters at a school. At some point in their life did they maybe think it was time to learn a trade or craft?
52946,0,Guess it was only thousands
23115,0,"For now try one of the free password keepers like KeyPass or PasswordSafe. Every account can have a different (which is important) long nonsensical phrase but you only have to remember one good password to open the encrypted app. I use KeyPass and have over 250 good strong passwords for all my accounts in it. These password keepers don't need to install on a computer, you can keep them on a thumb drive carried with you, and sync them to cloud storage so they are accessible from almost anywhere. I use KeyPass because it has a nice feature that allows you to store additional information in it, like some medical history for reference."
82585,0,"A 2015 Pew Research report indicates that the countries making up this so-called ""Muslim ban"" are populated by about 13% of all the Muslims in the world.  They're all countries that have been deemed by past US Presidents (yes, including Obama) as sponsors of or associated with terrorism."
85942,0,Who is Steve?
42295,0,"It's a self-inflicted death spiral. Whatever pressures existed in the North American newspaper market were multiplied tenfold by Postmedia's management operating the corporation for the benefit of U.S. debt-holders and a handful of their ideological or financial allies.

Why would anyone subscribe to a Postmedia daily now except out of nostalgia for what some of those papers used to be, and maybe hope for what they may be under new ownership when CEO Paul Godfrey is walked out of the building for the last time?

Past federal governments, in particular the Harper Conservatives, bear their share of the blame for allowing Postmedia to acquire a near-monopoply on daily English-language newspapers from Montreal to Vancouver."
76619,0,"Either Clinton or Trump, ""We The People"" remain the enemy of the Political Elite..."
84408,0,"Good story.  Good work.  For me, I just wish they would cut taxes so we can keep our money, and if not that then to push lawmakers in our state to reprioritize spending so we can honestly look at what is ""affordable"" and what is just fluff or kickback.  Caldwell should not have been re-elected.  Djou may not have been better per se, but maybe just different.  Djou may at least have reprioritized spending.  We'll never know for a few years."
41246,0,"Wow !!  What a story in Iceland !!  Parental involvement is likely a big reason for the success.  The old ""It Takes a Village..."" adage."
47534,1,"Oh, so ""common knowledge"", as in racists join the KKK? I'm happy that you've finally acknowledged my point that not *everything* requires a citation. Your ridiculous claim, however, is not common knowledge. So carry on with your citations, seeing that you're a big fan of that for everyone else.

No wonder you failed to grasp my point yesterday, and instead asked for a citation to prove hypocrisy. LOL"
23411,0,Good defensive plays by both teams...the catch by Octavio was amazing.
41982,1,"'There are no other links because not everyone who voted illegally was dumb enough to stand in front of a local TV report and admit. The fact she was able to do this during numerous elections tell me that people are not checking very well of who is voting. This doesn't prove there wasn't others, it just proves the other cheater weren't stupid enough to announce it on TV."
83439,0,Oil won`t do it anymore Kevin..even with drops in  oil tax credits and subsidies. It`s time we started paying the piper..like we used to here in Alaska up until 1980.  I do agree we need to get our fair share of the market value of our oil (one third of the market value as Hammond intended) in addition to part of the earnings of the fund.
84308,0,"""Guilty bystander"" is an oxymoron; one cannot be both. ""True facts"" is redundant; facts that are untrue are called lies. There's no reason to believe that the bottle rocket caused the man's heart attack, except for someone who wants to pass along a 30-plus-year-old neighborhood legend as evidence of evil fireworks. You gave it a good go. It's just not believable. Save it for the campfire next time."
82315,0,"Is our system perfecf, of course not. That doesn't mean you throw the baby out with the bath water. And since we don't allow people to die outside hospitals because they have no money, whether through taxes or higher costs at the hospital we are paying for the uninsured already."
83597,0,"Violence policy center and the National Vital STatistics System.

https://en.wikipedia.org/wiki/Firearm_death_rates_in_the_United_States_by_state#cite_note-VPC-2"
6883,0,"This is a complete fantasy but sometimes I wish it were real, in order to force you people to deal with reality instead of what is going on in your heads. The homeless are not responsible for your pathology."
8991,0,"Canadians must add value domestically, find new markets for our crude production, and displace imports of foreign crude into eastern Canada.

Keystone XL to U.S. Gulf Coast refineries, Enbridge's Line 3 to U.S. Midwest refineries, and the Trans Mountain expansion to California refineries achieve none of that. What they do accomplish is kill the prospects for Energy East which gets Trudeau votes in Quebec.

Ninety-nine percent of Canada's oil production already goes to just one market - the U.S.  That makes Canada a captive price-taker forever sentenced to receive no added value from its natural resources."
57897,0,"The victors always get to write the history.
-
The Palestinians are not the victors in 3 wars they started
Yest as losers they write their history
for an audience of 350 million Arabs
and 1.5 billion Muslims
and countless leftists in the West (only in the West it seems)"
40700,0,"No one is setting this law up to fail. It's already failing. Rising costs. Rising deductibles and premiums. Not enough young, healthy participants. Less insurers. AZ saw a triple digit rise in premiums. It's on life support with one foot in the grave and the other on a banana peel. And this is what Nancy and Chuckie were cheering about."
34723,0,"There is already a solution, it's called Trap Neuter Reurn. Why do you insist on Killing, when the problem could be fixed ( literally 😺 ) so easily. If you really care about ALL animals, you will stop opposing TNR, and seriously commit to offering very low cost or free high volume, high quality spay neuter services for all cats. Pet cats included, unaltered pet cats are the source of feral cats. Feral cats are not a different species, they are the same as your pet cat. They have been abandoned and left to fend for themselves. Over time they become wary of humans. I would be wary of someone who wanted to kill me too!
TNR supporters have the goal of greatly reducing the number of unwanted abandoned cats also. This includes both pet and feral cats. They know the answer is getting everyone to spay and neuter their cats.
It must be made easy and affordable . 

Until Hawaii starts treating feral cats humanely, I urge everyone to boycott them."
7280,0,Prime example of why you just shouldn't stop and help people you don't know
54152,0,"No. al Qaeda and ISIS both follow derivatives of Saudi Wahabbi Sunni Islam and have both been financed by Saudi Arabia. Those groups are causing far more mayhem than Hamas and Hezbollah could ever dream of. Hezbollah is fighting against ISIS in Syria - doesn't that make them on ""our side""?"
80841,0,"The people of Shishmaref do not deserve to be moved at $333,000 per person at someone else's expense.  State planner Sally Russel Cox ought to be fired and AECOM defunded by whoever is funding them on this project.  The idea that this isolated dependent tribe of 600, which already got $45,000 per person to build an eroding rock seawall,  is now owed a free move by outsiders ... to another location or two other locations is absurd.  A bucket that has no bottom is not a bucket, rather than that it is defined to be a funnel.    

They may move themselves to wherever they wish to go.  Their personal life choice solutions are not MY SOLUTION ... to THEIR PROBLEM.   THEIR PROBLEMS are not MY PROBLEMS to bear.  The big oil FREE GIFTING period from big oil is over."
8303,0,"Actually, it makes 'absolute sense' to do away with the annual budgets for the CPB, LSC, Americorps and the NEAH.  That savings would allow president Trump, his family and friends to make an additional two or three more weekend flights down to his resort in Florida.  ""Good-Golly-Miss-Molly""."
76190,0,"Trump fans are a special bunch, aren't they."
29589,0,"Nope, but as much because too many people are stuck in the Red vs Blue color war, so even if their policies were spot on, enough woudn't vote for a D who had and R on the ticket, or an R with a D on the ticket."
19630,0,"I'm not sure what the point of the article is.  On one hand it derides Netflix's intent to put money into Canadian productions, but the remainder is a rambling series of statements on Netflix's content costs.

The result of investing in Canadian content is twofold; 
1) Canadian content producers can survive in an increasingly difficult industry for them.  Independent film is in its death throes.  The major studios are consolidating content and platforms.  Be honest - when is the last time you paid money for an independent Canadian feature film?  It's a brutal time for indie producers.

2) Tax credits act as an economic multiplier.  For every dollar spent, the economy boosts by more than that dollar.  It's economics 101 and should be encouraged.

$500 million USD is hardly a number to 'shrug off'.  It's a substantial investment.  

The real question is, will Netflix spend it on Canadian producers, or will they produce their own content in Canada, forgoing Canadian producers?  We'll see."
90226,1,We need to execute your kind. I believe it will help the problem. Handling you with kid gloves is the problem.
19086,0,"For Canadians to pass judgment on a US president still in office is a bit pretentious. Mr Obama did not create the Tea Party, insane gun laws, Fox News which, on both sides of the Atlantic, stirred troubles, and continues to do so, by spreading outright lies as Boris Johnson, himself a former reporter from the Murdoch empire, did about the EU, and the all-consuming conflict between Sunnis and Shiites. And neither did Mr Trump who will actually have to deal with all of those since building walls will not be the answer to all of the above. The policies of Mr Obama actually, and for the first time ever, reduced the portion of health expenditures as a ratio of the US GDP. He also, as much as possible, avoided more US casualties in foreign war often falling on the poorest segments of the US. His policies also enabled the development of an environmental  industry in the US, something which paves the way for further economic dominance by the US. I see a number of Teslas in Canada..."
93948,0,"As pointed out in the recent Ryerson analysis, housing construction has more than accommodated population growth in Toronto, where the price growth is occurring - for example 55,000 housing starts in Toronto, where the population has been growing at the rate of 23,000 per year, according to the more recent census.  Sorry, it's NOT the supply that is the issue in the city of Toronto.  As numerous economists have recently concluded - the 30+% growth in prices this year is not caused by lack of housing stock but by speculation."
